text,rating
This is a holy grail product. It has changed my skin. I saw results within 2-3 days!! Buy buy buy. You won’t regret it.<br /> I never write reviews. This is too good not to share and I want to help others!,positive
Really doesn't fog!,positive
"Handy size, seem well made and separate my lashes nicely.",positive
Sent as a gift-recipient so enjoyed each day’s beauty surprise,positive
I tried out this product.  It is great. It works well. I recommend it.,positive
I gave this 360 lace Frontal a 3 star Because I was looking for a complete 360 lace frontal. The difference with this hair piece is that the back was not as full as most 360 lace frontal. It basically covered the frontal and not the back of my head. The size was a little big but I worked with it and adjusted it to fit. I did like how silky and soft the frontal was and it was easy to apply. It blends with my bundles perfectly so I improvised a bit. I would recommend this piece to anyone that is a beginner in making there own wigs at home and or someone who doesn't want to put there hair in a high ponytail.,neutral
I have super long curly hair and these work perfect and reside frizz !,positive
The product itself is good  but price is too expensive! I can go somewhere else and get cheaper.,positive
"These are great, takes away the tired feeling from standing for a length of time. Fits perfectly.",positive
"Use these for my lunch,,love it, helps w/my portion control., would recommend",positive
fun gift,positive
I'm so glad I found this product because it is my favorite fragrance and totally way better then some of the lotions VS sells now! Fast shipping and I'm very happy!,positive
"This is a great trimmer. I was a bit skeptical before the purchase after I read the reviews but the trimmer is very good. The issues with trim under nose is almost not an issue. I love that it actually captures trimmed beard and, thus, I don't have to bother with cleaning after my self. It provides just the trimming size I wanted - but otherwise it there are 8 other lengths to suit many's needs. In addition, to adjust the trimming size you just set it to length you want and don't have to bother yourself with managing multiple clippers. I recommend it!",positive
Works great,positive
100% Original,positive
Lovely Holiday scent! Had purchased the lotion and love it! Wanted the body wash to layer. It’s a small size but was only size available. The Peppermint with Vanilla Sugar is truly a fabulous scent!,positive
I’m happy with this product,positive
Terrible product! The base was already loose as I assemble it! Very disappointed! It is not worth the money you paid!,negative
"This is a tricky review to write.  When I received the product, my initial reaction was, &#34;What is this?&#34;  The photo on this item's page is very misleading.  The product is not a dark creamy brown looking thing.  It's basically pale brown colored sugar crystals.  That's it.  I contacted the seller with a photos (see photos) and said there seems to be something missing.  They assured me &#34;As for the packaging, thanks for letting me know, we will have it modified accordingly this week.&#34;  I'm not sure what that means, but besides the photo being completely different, the description indicates it's 8.8 oz and it's an organic brown sugar.  The ingredients don't indicate &#34;organic&#34; at all and the label on the jar states it's 7 oz.  So it's not the product I thought I was purchasing.  I'm bothered that the photo was SO different than the product I received.  I honestly thought the cream or oil must have evaporated or something.<br /><br />That said, my testing of the product has been odd and I'm torn about an accurate star rating.  The first day, I wet my arm and took a scoop of the crystals and rubbed them over my arm.  All of the crystals fell off into the sink within seconds and other than being wet, my arm was exactly the same.  I was thinking that even one star was too generous for a useless product.  Today, I gave it another try.  I scooped the crystals up with my fingers instead of the plastic scoop.  I did my best to keep them on my arm this time.  My arm turned pretty pink during this process and I really didn't know what to expect.  I was only able to do this for about 40 seconds before I lost the last of the crystals.  I rinsed my arm and was impressed by how soft my arm felt.  However, I know you can take salt and product a similar softness by using some oil along with it.  So I don't know....it softens the skin but at the rate it's been disappearing on me, the product won't last long and there's really nothing extraordinary about it.<br /><br />Note: I was able to purchase this item, at a discount, for my honest review.",neutral
